"","Year_Birth","Education","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response"
"1031",1972,"PhD",0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1
"1032",1969,"2n Cycle",1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0
"1033",1971,"Graduation",0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0
"1034",1971,"Graduation",1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0
"1035",1977,"PhD",1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0
"1036",1963,"PhD",1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0
"1037",1954,"Master",0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0
"1038",1978,"PhD",1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0
"1039",1946,"Graduation",0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1
"1040",1978,"Graduation",1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0
"1041",1971,"Master",1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0
"1042",1953,"Graduation",0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1
"1043",1985,"2n Cycle",0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0
"1044",1970,"Graduation",1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0
"1045",1966,"Graduation",0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0
"1046",1976,"Graduation",1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0
"1047",1965,"PhD",0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0
"1048",1972,"Graduation",0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0
"1049",1956,"Master",0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0
"1050",1965,"Master",0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0
"1051",1955,"2n Cycle",0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0
"1052",1989,"2n Cycle",1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0
"1053",1962,"PhD",1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0
"1054",1965,"Graduation",0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0
"1055",1972,"Graduation",1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0
"1056",1984,"Graduation",1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0
"1057",1960,"Master",0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0
"1058",1958,"Master",0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0
"1059",1968,"Graduation",0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0
"1060",1974,"Basic",1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0
"1061",1962,"Master",0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0
"1062",1982,"Graduation",0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0
"1063",1975,"PhD",1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0
"1064",1982,"Master",0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0
"1065",1945,"PhD",0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1
"1066",1979,"Graduation",1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0
"1067",1969,"Graduation",1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1
"1068",1962,"Graduation",0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0
"1069",1948,"Graduation",0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0
"1070",1978,"Master",1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1
"1071",1975,"Graduation",0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0
"1072",1982,"Graduation",0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0
"1073",1983,"Master",0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0
"1074",1952,"Graduation",0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0
"1075",1982,"Graduation",1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1
"1076",1977,"Master",0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0
"1077",1949,"Master",1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1
"1078",1982,"Basic",1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0
"1079",1975,"Graduation",1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
"1080",1959,"2n Cycle",0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0
"1081",1983,"PhD",0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0
"1082",1976,"Graduation",0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0
"1083",1962,"PhD",0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1
"1084",1956,"PhD",0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0
"1085",1993,"Graduation",0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1
"1086",1987,"Graduation",1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0
"1087",1982,"Graduation",0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1
"1088",1962,"Graduation",0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0
"1089",1963,"Graduation",0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0
"1090",1971,"Master",1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0
"1091",1992,"Basic",1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0
"1092",1974,"Graduation",1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0
"1093",1950,"2n Cycle",0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0
"1094",1977,"2n Cycle",0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0
"1095",1958,"Master",0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1
"1096",1976,"Graduation",0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0
"1097",1973,"Graduation",1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0
"1098",1968,"Master",1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
"1099",1975,"Graduation",0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0
"1100",1960,"2n Cycle",1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0
"1101",1960,"PhD",0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0
"1102",1975,"Graduation",1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0
"1103",1971,"Master",0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0
"1105",1955,"Master",0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0
"1106",1956,"2n Cycle",1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0
"1108",1973,"Graduation",1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0
"1109",1948,"Graduation",0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0
"1111",1976,"2n Cycle",1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0
"1112",1980,"Graduation",1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0
"1113",1972,"Master",1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0
"1114",1975,"2n Cycle",1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0
"1115",1972,"PhD",1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0
"1116",1956,"Master",0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0
"1117",1974,"Graduation",1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0
"1118",1972,"Graduation",1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0
"1119",1969,"PhD",1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0
"1120",1961,"Graduation",1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0
"1121",1953,"Graduation",0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0
"1122",1957,"Graduation",0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1
"1123",1970,"Master",1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0
"1124",1967,"PhD",1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0
"1125",1951,"Master",0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
"1126",1953,"PhD",1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1
"1127",1977,"PhD",0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0
"1128",1972,"Graduation",1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1
"1129",1969,"Master",1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0
"1130",1944,"Graduation",0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1
"1131",1990,"Graduation",1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0
"1132",1979,"Graduation",1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0
"1133",1973,"Graduation",1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0
"1134",1972,"2n Cycle",0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0
"1135",1966,"Graduation",0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0
"1136",1969,"PhD",0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0
"1137",1959,"Graduation",0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
"1138",1970,"Graduation",1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0
"1139",1974,"PhD",1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0
"1140",1972,"PhD",1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
"1141",1972,"Graduation",0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0
"1142",1973,"2n Cycle",1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0
"1143",1985,"Graduation",0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0
"1144",1967,"Graduation",1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0
"1145",1961,"Graduation",1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0
"1146",1986,"2n Cycle",0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0
"1147",1964,"Graduation",0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0
"1148",1983,"Graduation",1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0
"1149",1952,"Graduation",1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0
"1150",1979,"Graduation",1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1
"1151",1948,"Master",0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1
"1152",1946,"Graduation",0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0
"1153",1958,"Graduation",0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0
"1154",1957,"Graduation",0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0
"1155",1982,"PhD",0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0
"1156",1972,"Graduation",1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0
"1157",1953,"Graduation",0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1
"1158",1967,"PhD",1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0
"1159",1965,"PhD",0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0
"1160",1969,"Graduation",0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0
"1161",1971,"Graduation",0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1
"1162",1972,"Graduation",1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0
"1163",1970,"Graduation",0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1
"1164",1959,"Graduation",0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0
"1165",1955,"PhD",1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0
"1166",1978,"Graduation",1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0
"1167",1963,"Master",0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0
"1168",1952,"Graduation",0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0
"1169",1970,"Graduation",0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0
"1170",1966,"Graduation",0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0
"1171",1969,"PhD",0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1
"1172",1958,"Graduation",0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0
"1173",1970,"PhD",0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0
"1174",1987,"Master",0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0
"1175",1979,"Graduation",0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
"1176",1960,"Graduation",0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
"1177",1981,"2n Cycle",1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0
"1178",1980,"Graduation",1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0
"1179",1976,"2n Cycle",0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0
"1180",1976,"Master",0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0
"1181",1970,"Master",0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0
"1182",1955,"Graduation",0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0
"1183",1972,"Master",1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0
"1184",1950,"PhD",1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0
"1185",1988,"Graduation",0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,1
"1186",1978,"Graduation",1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0
"1187",1990,"Graduation",1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0
"1188",1959,"Graduation",0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0
"1189",1969,"PhD",0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1
"1190",1973,"2n Cycle",1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0
"1191",1973,"Master",1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0
"1192",1955,"PhD",0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,1
"1193",1974,"Master",0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0
"1194",1972,"Master",1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0
"1195",1975,"2n Cycle",0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0
"1196",1971,"PhD",0,0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0
"1197",1988,"Graduation",0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0
"1198",1975,"Master",1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0
"1199",1977,"2n Cycle",0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1
"1200",1980,"Graduation",1,0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0
"1201",1962,"Graduation",0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0
"1202",1978,"Graduation",1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0
"1203",1970,"Graduation",1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1
"1204",1983,"PhD",0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1
"1205",1971,"Graduation",0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0
"1206",1976,"Graduation",1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0
"1207",1973,"PhD",1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0
"1208",1973,"Graduation",1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0
"1209",1976,"Graduation",1,1,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0
"1210",1948,"PhD",0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0
"1211",1958,"Graduation",1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0
"1212",1987,"PhD",0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,1
"1213",1958,"2n Cycle",1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0
"1214",1975,"PhD",0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0
"1215",1975,"Master",1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1
"1216",1988,"2n Cycle",1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0
"1217",1988,"2n Cycle",1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0
"1218",1989,"Graduation",1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0
"1219",1971,"PhD",0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0
"1220",1989,"Graduation",1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0
"1221",1961,"Master",1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0
"1222",1978,"Graduation",0,0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0
"1223",1953,"PhD",1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0
"1224",1964,"Graduation",0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0
"1225",1986,"Master",1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0
"1226",1987,"2n Cycle",0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0
"1227",1963,"Graduation",0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1
"1228",1957,"Graduation",0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0
"1229",1975,"2n Cycle",1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0
"1230",1951,"Master",0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0
"1231",1965,"2n Cycle",0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0
"1232",1956,"Graduation",0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0
"1233",1962,"Graduation",0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0
"1234",1974,"Graduation",0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
"1235",1967,"Master",1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0
"1236",1962,"Master",1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,0,1
"1237",1976,"Graduation",1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0
"1238",1976,"PhD",0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0
"1239",1988,"Graduation",1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0
"1240",1954,"Graduation",0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0
"1241",1985,"Graduation",1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0
"1242",1952,"Graduation",0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0
"1243",1954,"Graduation",0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0
"1244",1950,"PhD",1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,0,1
"1245",1957,"PhD",1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0
"1246",1946,"PhD",0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1
"1247",1954,"Graduation",1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0
"1248",1991,"Master",0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,1
"1249",1986,"Master",1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0
"1250",1977,"Graduation",1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1
"1251",1960,"PhD",0,1,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0
"1252",1982,"Graduation",2,0,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,0,1
"1253",1947,"PhD",0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,0
"1254",1992,"Graduation",0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
"1255",1976,"Master",0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0
"1256",1956,"Graduation",2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0
"1257",1947,"Master",0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0
"1258",1950,"Graduation",0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0
"1259",1966,"Master",0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0
"1260",1987,"Graduation",0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,1
"1261",1973,"PhD",1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1
"1262",1952,"Master",1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,0,1
"1263",1965,"Graduation",0,0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,0
"1264",1980,"Graduation",1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0
"1265",1987,"Graduation",0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0
"1266",1962,"PhD",0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
"1267",1955,"Graduation",0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0
"1268",1965,"Master",0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0
"1269",1967,"PhD",0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0
"1270",1973,"PhD",0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,1
"1271",1960,"Master",1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0
"1272",1984,"Graduation",1,0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,0
"1273",1971,"Graduation",1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0
"1274",1975,"PhD",1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0
"1275",1965,"Master",0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0
"1276",1956,"Master",0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0
"1277",1955,"Master",0,0,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,0
"1278",1960,"Graduation",1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0
"1279",1961,"Graduation",1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0
"1280",1977,"Graduation",0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0
"1281",1990,"2n Cycle",1,0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0
"1282",1973,"Master",0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0
"1283",1988,"Graduation",0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0
"1284",1990,"Graduation",0,0,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,1
"1285",1984,"Graduation",1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0
